candidate,fold,class_id,class_name,precision,recall,f1,auroc,auprc,support
SINGLE,0,0,Endothelial,0.44926993635342566,0.502092050209205,0.4742145820983995,0.8238184052719367,0.4941212919671497,2390
SINGLE,0,1,Mesenchymal,0.4164904862579281,0.2338278931750742,0.2995058912960851,0.7107663201941672,0.3438685395048672,3370
SINGLE,0,2,Myeloid,0.34408602150537637,0.19378280177634236,0.2479338842975207,0.6970223098161095,0.2816396178992826,2477
SINGLE,0,3,Neutrophil,0.1702571230020848,0.2484787018255578,0.2020618556701031,0.6825531684512697,0.14251240344183919,986
SINGLE,0,4,Plasma cell,0.3268173488087966,0.39251650770359503,0.35666666666666663,0.785221782215699,0.3210294406396572,1363
SINGLE,0,5,T and B,0.5909539473684211,0.6258491551994426,0.607901192792488,0.8275875944107763,0.644893059674907,5741
SINGLE,0,6,Tumor,0.6406022340942205,0.9080895008605852,0.7512459063078455,0.9670235685543318,0.8376327361035386,2905
SINGLE,1,0,Endothelial,0.5271059216013344,0.7082555098991409,0.6043991074274785,0.879133613097729,0.6767111904888655,2677
SINGLE,1,1,Mesenchymal,0.4469368065605403,0.44500480307396734,0.44596871239470515,0.7156139279788416,0.4697577261246908,4164
SINGLE,1,2,Myeloid,0.2850898494414764,0.23498799039231386,0.2576256308975203,0.6553537267108124,0.24508308009203553,2498
SINGLE,1,3,Neutrophil,0.04274937133277452,0.24170616113744076,0.07264957264957266,0.6802842378690839,0.05284982360606712,211
SINGLE,1,4,Plasma cell,0.41641938674579626,0.5078407720144753,0.45760869565217394,0.8292097864785188,0.4428078919232264,1658
SINGLE,1,5,T and B,0.5840846726773814,0.33809847969140006,0.4282839896521989,0.769867952102742,0.5354116323080428,4407
SINGLE,1,6,Tumor,0.6997816593886463,0.7376294591484465,0.7182072829131654,0.9562374557231013,0.7809751262913294,869
SINGLE,2,0,Endothelial,0.4921216562843532,0.4524932614555256,0.47147621555204494,0.8402284263569182,0.4796390362439844,2968
SINGLE,2,1,Mesenchymal,0.290356764394207,0.2770475227502528,0.2835460503621939,0.74413268223378,0.26568662429273565,2967
SINGLE,2,2,Myeloid,0.33672224481496543,0.3117469879518072,0.32375366568914954,0.6416882721730517,0.32906637003712624,5312
SINGLE,2,3,Neutrophil,0.14186141861418614,0.2826797385620915,0.18891618891618894,0.7456074558259277,0.14775492616101513,1224
SINGLE,2,4,Plasma cell,0.2737611697806661,0.2733171127331711,0.273538961038961,0.7816369946279978,0.23208054240648593,1233
SINGLE,2,5,T and B,0.529297954671089,0.322499157965645,0.4007953118459606,0.7342621178944101,0.47390011908705243,5938
SINGLE,2,6,Tumor,0.5937895180553604,0.806334668956306,0.6839294384204563,0.9085954119669387,0.7455405957483886,5241
SINGLE,3,0,Endothelial,0.5945121951219512,0.6255012028869287,0.6096131301289566,0.8735395532779678,0.6633878489160884,1247
SINGLE,3,1,Mesenchymal,0.4113372093023256,0.2441760138050043,0.3064428803465078,0.7383570367390491,0.3749253764189058,1159
SINGLE,3,2,Myeloid,0.315712187958884,0.1942186088527552,0.24049217002237133,0.6773861844200749,0.26883260379236446,1107
SINGLE,3,3,Neutrophil,0.1379657603222558,0.41515151515151516,0.20710506424792138,0.7778162261714893,0.1442011242432301,330
SINGLE,3,4,Plasma cell,0.1744186046511628,0.40268456375838924,0.24340770791075053,0.8537280780220511,0.177606294790331,149
SINGLE,3,5,T and B,0.45977011494252873,0.4437400950871632,0.4516129032258065,0.8157681852164924,0.45969821643022085,1262
SINGLE,3,6,Tumor,0.8274695534506089,0.8376712328767123,0.8325391422736556,0.9682227761236057,0.9116099310163103,1460
SINGLE,4,0,Endothelial,0.4640729709605361,0.6144934680798619,0.528794145720649,0.8442977021793818,0.5555854902242418,4057
SINGLE,4,1,Mesenchymal,0.44739022369511183,0.40540540540540543,0.42536431666010244,0.7819003106105722,0.4418187775067396,5328
SINGLE,4,2,Myeloid,0.32383966244725737,0.2669565217391304,0.29265967588179215,0.6834506038597294,0.292652185309825,4600
SINGLE,4,3,Neutrophil,0.3729381443298969,0.42709563164108616,0.39818381948266374,0.7851186386298287,0.34802600516057747,3388
SINGLE,4,4,Plasma cell,0.5197267292912041,0.7357350096711799,0.6091482334100691,0.8936907740994046,0.6619983533216538,4136
SINGLE,4,5,T and B,0.40047961630695444,0.18201634877384196,0.25028100412139376,0.7557605600373235,0.3220917284807374,3670
SINGLE,4,6,Tumor,0.7934652278177458,0.745213963963964,0.7685830429732868,0.9615341206510933,0.8466343778225167,3552
TTA4,0,0,Endothelial,0.4576813655761024,0.5384937238493723,0.49480968858131485,0.8325592548813262,0.5200608140391134,2390
TTA4,0,1,Mesenchymal,0.4273058884835852,0.2433234421364985,0.31007751937984496,0.7258825657647356,0.3614919238589172,3370
TTA4,0,2,Myeloid,0.36278342455043,0.18732337505046426,0.24707135250266238,0.7110654909681152,0.3022807452000003,2477
TTA4,0,3,Neutrophil,0.1885310290652003,0.2434077079107505,0.21248339973439573,0.6937393152273893,0.14925681647836128,986
TTA4,0,4,Plasma cell,0.32056892778993434,0.42993396918561994,0.3672829833907865,0.7904944220485872,0.33332837583371444,1363
TTA4,0,5,T and B,0.6061406404754044,0.6396098240724613,0.6224256292906178,0.83532140124615,0.6603365768562772,5741
TTA4,0,6,Tumor,0.6601033718926901,0.923235800344234,0.7698048220436279,0.9698190920986925,0.8492740142606451,2905
TTA4,1,0,Endothelial,0.5426934097421203,0.7075084049308928,0.6142370682665802,0.8823383535969841,0.6834804098251808,2677
TTA4,1,1,Mesenchymal,0.4483621474067334,0.473342939481268,0.46051401869158876,0.717902785704929,0.47008894143007113,4164
TTA4,1,2,Myeloid,0.28171731789676796,0.23378702962369896,0.255523955370816,0.6557347980486491,0.24765807661285869,2498
TTA4,1,3,Neutrophil,0.03775038520801233,0.23222748815165878,0.06494367130550034,0.6849860044973167,0.04727906048050157,211
TTA4,1,4,Plasma cell,0.42521694742215416,0.5024125452352232,0.4606027094277025,0.8330305040683428,0.45285377462708787,1658
TTA4,1,5,T and B,0.5885547201336675,0.3197186294531427,0.4143508307601823,0.77195110776496,0.5396508936853226,4407
TTA4,1,6,Tumor,0.7185354691075515,0.7226697353279632,0.7205966724039014,0.9545677472938263,0.7691035766220776,869
TTA4,2,0,Endothelial,0.488314447592068,0.46462264150943394,0.4761740331491713,0.8453076715169429,0.49315004426153797,2968
TTA4,2,1,Mesenchymal,0.2899056933286762,0.2797438490057297,0.2847341337907376,0.744141986380206,0.2658156809682178,2967
TTA4,2,2,Myeloid,0.33680483232659864,0.3044051204819277,0.3197864135271433,0.6425334244083789,0.3287713167830837,5312
TTA4,2,3,Neutrophil,0.1534947464595706,0.27450980392156865,0.19689422795194844,0.7457112591292347,0.1531320050549361,1224
TTA4,2,4,Plasma cell,0.2892857142857143,0.26277372262773724,0.27539311517212073,0.790975996598132,0.23387124329214867,1233
